selection_rank	first_public_panel_n	genbank_assembly_accession	biosample_accession	ncbi_organism_name	ncbi_organism_taxid	bacselect_species_name	bacselect_species_taxid	assembly_name	submitter	assembly_release_date	panel_identity	selector	selector_version	architecture_schema_version	source_snapshot_sha256	taxonomy_snapshot_sha256	execution_git_commit	ncbi_assembly_url
434	500	GCA_045999815.1	SAMN44348251	Butyrivibrio sp. NATIVEDY162	3236815	Butyrivibrio sp. NATIVEDY162	3236815	ASM4599981v1	Native Microbials	2024-12-11	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_045999815.1/
435	500	GCA_036347035.1	SAMN30553251	Micromonospora sp. NBC_00821	2975977	Micromonospora sp. NBC_00821	2975977	ASM3634703v1	Technical University of Denmark	2024-02-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_036347035.1/
436	500	GCA_000012805.1	SAMN02598329	Nitrosococcus oceani ATCC 19707	323261	Nitrosococcus oceani	1229	ASM1280v1	DOE Joint Genome Institute	2005-10-04	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000012805.1/
437	500	GCA_001521855.1	SAMN04422304	Picosynechococcus sp. PCC 73109	374982	Picosynechococcus sp. PCC 73109	374982	ASM152185v1	Pennsylvania State University	2016-01-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001521855.1/
438	500	GCA_041897515.1	SAMN43387893	Stenotrophomonas sp. P2112	3308998	Stenotrophomonas sp. P2112	3308998	ASM4189751v1	Third Institute of Oceanography, Ministry of Natural Resources	2024-09-11	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_041897515.1/
439	500	GCA_047224505.1	SAMD00856356	Oscillospiraceae bacterium YB328	2963882	Oscillospiraceae bacterium YB328	2963882	YB328	Department of Infection Metagenomics, RIMD, Osaka University	2025-01-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_047224505.1/
440	500	GCA_051524405.1	SAMN40441105	Sorangium sp. So ce119	3133279	Sorangium sp. So ce119	3133279	ASM5152440v1	Leibniz-Institute DSMZ - German Collection of Microorganisms and Cell Cultures	2025-07-24	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_051524405.1/
441	500	GCA_018798825.1	SAMN19403784	Ochrobactrum sp. BTU1	2840456	Ochrobactrum sp. BTU1	2840456	ASM1879882v1	BTU Cottbus-Senftenberg, Institute of Biotechnology	2021-06-09	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_018798825.1/
442	500	GCA_017310035.1	SAMN07299025	Nocardioides sp. S5	2017486	Nocardioides sp. S5	2017486	ASM1731003v1	The University of Tokyo	2021-03-09	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_017310035.1/
443	500	GCA_003100395.1	SAMN09010100	Aquabacterium olei	1296669	Aquabacterium olei	1296669	ASM310039v1	Zhejiang Academy of Agricultural Sciences	2018-05-09	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_003100395.1/
444	500	GCA_000016985.1	SAMN02598282	Alkaliphilus metalliredigens QYMF	293826	Alkaliphilus metalliredigens	208226	ASM1698v1	US DOE Joint Genome Institute	2007-06-28	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000016985.1/
445	500	GCA_030272265.2	SAMN23371906	Bradyrhizobium sp. 62B	2898442	Bradyrhizobium sp. 62B	2898442	ASM3027226v2	UNRC	2023-11-29	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_030272265.2/
446	500	GCA_041200175.1	SAMN42505440	Streptomyces sp. R33	3238629	Streptomyces sp. R33	3238629	ASM4120017v1	College of resources and Environmental Sciences	2024-08-11	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_041200175.1/
447	500	GCA_027946175.1	SAMD00512235	Nitratiruptor tergarcus DSM 16512	1069081	Nitratiruptor tergarcus	269259	ASM2794617v1	Laboratory of Microbiology, Division of Marine Life Science, Faculty of Fisheries Science, Hokkaido University	2022-11-15	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_027946175.1/
448	500	GCA_006159205.1	SAMN11935687	Antarcticibacterium flavum	2058175	Antarcticibacterium flavum	2058175	ASM615920v1	KOREA POLAR RESEARCH INSTITUTE	2019-06-10	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_006159205.1/
449	500	GCA_022637375.2	SAMN26520713	Bacillus sp. N5-665	2925318	Bacillus sp. N5-665	2925318	ASM2263737v2	Exploratories for large-scale and long-term functional biodiversity research	2022-03-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_022637375.2/
450	500	GCA_044218835.1	SAMN42513307	Pseudomonas sp. A1437	3235107	Pseudomonas sp. A1437	3235107	ASM4421883v1	UMR 1300 BIOEPAR	2024-11-01	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_044218835.1/
451	500	GCA_019443745.1	SAMN14483345	Iamia sp. SCSIO 61187	2722752	Iamia sp. SCSIO 61187	2722752	ASM1944374v1	south china sea institute of oceanology	2021-08-03	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_019443745.1/
452	500	GCA_900095135.1	SAMEA4373296	Proteiniphilum saccharofermentans	1642647	Proteiniphilum saccharofermentans	1642647	M36	CEBITEC	2017-01-26	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_900095135.1/
453	500	GCA_024758885.1	SAMN30323308	Bacteroides cellulosilyticus	246787	Bacteroides cellulosilyticus	246787	ASM2475888v1	National Institute of Allergy and Infectious Disease	2022-08-29	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_024758885.1/
454	500	GCA_046717515.1	SAMN45893579	Corynebacterium sp. LaCa7	3391429	Corynebacterium sp. LaCa7	3391429	LaCa7_v1	Bielefeld University	2025-01-15	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_046717515.1/
455	500	GCA_050500165.1	SAMN48403360	Neorhizobium sp. IRS_2295	3421959	Neorhizobium sp. IRS_2295	3421959	ASM5050016v1	The University of Adelaide	2025-05-20	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_050500165.1/
456	500	GCA_022865125.1	SAMN26884427	Acuticoccus sp. I52.16.1	2928472	Acuticoccus sp. I52.16.1	2928472	ASM2286512v1	First Institute of Oceanography, Ministry of Natural Resources	2022-04-09	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_022865125.1/
457	500	GCA_001650235.3	SAMN04849265	Acidithiobacillus caldus	33059	Acidithiobacillus caldus	33059	ASM165023v3	Shandong University	2019-09-06	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001650235.3/
458	500	GCA_050558525.1	SAMN16255547	Enterococcus sp. DIV0236	2774819	Enterococcus sp. DIV0236	2774819	ASM5055852v1	Broad Institute	2025-05-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_050558525.1/
459	500	GCA_022024335.1	SAMN25525416	Brucella pseudogrignonensis	419475	Brucella pseudogrignonensis	419475	ASM2202433v1	The Independent Schools Foundation Academy	2022-02-07	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_022024335.1/
460	500	GCA_000772105.1	SAMN02940924	Vibrio tubiashii ATCC 19109	1051646	Vibrio tubiashii	29498	ASM77210v1	USDA-Agricultural Research Service-Eastern Regional Research Center	2014-11-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000772105.1/
461	500	GCA_001465175.1	SAMN04285352	Clostridium butyricum	1492	Clostridium butyricum	1492	ASM146517v1	Anhui University	2015-12-10	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001465175.1/
462	500	GCA_049943125.1	SAMN48002574	Alloiococcus sp. CFN-8	3416081	Alloiococcus sp. CFN-8	3416081	ASM4994312v1	Institute of Microbiology, Chinese Academy of Sciences	2025-04-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_049943125.1/
463	500	GCA_000521505.1	SAMN02641504	Advenella mimigardefordensis DPN7	1247726	Advenella mimigardefordensis	302406	ASM52150v1	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	2014-01-22	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000521505.1/
464	500	GCA_018326305.1	SAMD00239550	Vescimonas fastidiosa	2714353	Vescimonas fastidiosa	2714353	ASM1832630v1	RIKEN Baton Zone Program, Benno Laboratory	2021-04-12	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_018326305.1/
465	500	GCA_018223845.1	SAMN18805520	Pseudomonas sp. JS425	2829498	Pseudomonas sp. JS425	2829498	ASM1822384v1	Shanghai Jiao Tong University	2021-05-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_018223845.1/
466	500	GCA_019977335.1	SAMD00283294	Arthrobacter sp. NicSoilB4	2830997	Arthrobacter sp. NicSoilB4	2830997	ASM1997733v1	Research Institute for Sustainable Humanosphere (RISH), Kyoto University	2021-09-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_019977335.1/
467	500	GCA_008329645.1	SAMN12660232	Mycolicibacterium grossiae	1552759	Mycolicibacterium grossiae	1552759	ASM832964v1	Tongde Hospital of Zhejiang Province	2019-09-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_008329645.1/
468	500	GCA_025402855.1	SAMN30844988	Enterococcus raffinosus	71452	Enterococcus raffinosus	71452	ASM2540285v1	University of Texas at Dallas	2022-09-26	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_025402855.1/
469	500	GCA_002288285.1	SAMN07488776	Sphingobium xenophagum	121428	Sphingobium xenophagum	121428	ASM228828v1	Guangdong Institute of Microbiology	2017-09-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_002288285.1/
470	500	GCA_001971625.1	SAMN05890481	Brucella sp. 09RB8471	1149952	Brucella sp. 09RB8471	1149952	ASM197162v1	Viginia Tech University	2017-01-26	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001971625.1/
471	500	GCA_028009925.1	SAMN32421893	Tenacibaculum finnmarkense	2781243	Tenacibaculum finnmarkense	2781243	ASM2800992v1	Vancouver Island University	2023-01-26	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_028009925.1/
472	500	GCA_000263195.1	SAMN02232019	Emticicia oligotrophica DSM 17448	929562	Emticicia oligotrophica	312279	ASM26319v1	DOE Joint Genome Institute	2012-05-17	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000263195.1/
473	500	GCA_032595855.2	SAMN34060374	Borreliella carolinensis	478174	Borreliella carolinensis	478174	ASM3259585v2	Institute for Genome Sciences	2025-02-27	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_032595855.2/
474	500	GCA_051549845.1	SAMN49784649	Mycoplasma sp. 125	3447505	Mycoplasma sp. 125	3447505	ASM5154984v1	Institute of Microbiology	2025-07-28	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_051549845.1/
475	500	GCA_000723465.1	SAMEA3139031	Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	Rb803	Institute of Food Research	2014-01-06	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_000723465.1/
476	500	GCA_029144185.1	SAMN31395825	Vagococcus intermedius	2991418	Vagococcus intermedius	2991418	ASM2914418v1	University of Helsinki	2023-03-10	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_029144185.1/
477	500	GCA_021049325.1	SAMN23418789	Curtobacterium sp. C1	2898151	Curtobacterium sp. C1	2898151	ASM2104932v1	Academia Sinica	2021-12-06	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_021049325.1/
478	500	GCA_001718415.1	SAMN03449185	Burkholderia pseudomultivorans	1207504	Burkholderia pseudomultivorans	1207504	ASM171841v1	Northern Arizona University	2016-09-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001718415.1/
479	500	GCA_028551275.1	SAMN32965199	Sphingomonas hankookensis	563996	Sphingomonas hankookensis	563996	ASM2855127v1	The Independent Schools Foundation Academy	2023-02-08	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_028551275.1/
480	500	GCA_007289895.1	SAMN12257642	Catenovulum sediminis	1740262	Catenovulum sediminis	1740262	ASM728989v1	Myongji University	2019-07-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_007289895.1/
481	500	GCA_044053135.1	SAMN43111093	Levilactobacillus sp. FUA 3915	3411093	Levilactobacillus sp. FUA 3915	3411093	ASM4405313v1	University of Alberta	2024-10-29	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_044053135.1/
482	500	GCA_050558105.1	SAMN16255613	Enterococcus sp. DIV0320	2774896	Enterococcus sp. DIV0320	2774896	ASM5055810v1	Broad Institute	2025-05-23	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_050558105.1/
483	500	GCA_039725955.1	SAMN24147882	Sinorhizobium sp. B11	2904803	Sinorhizobium sp. B11	2904803	ASM3972595v1	Institute of Microbiology, Heilongjiang Academy of Sciences	2024-05-21	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_039725955.1/
484	500	GCA_039621635.1	SAMN41024922	Pantoea sp. BRR-3P	3141541	Pantoea sp. BRR-3P	3141541	ASM3962163v1	National Institute of Agricultural Sciences, Rural Development Administration	2024-05-13	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_039621635.1/
485	500	GCA_001936175.1	SAMN04433067	Methylobacterium phyllosphaerae	418223	Methylobacterium phyllosphaerae	418223	ASM193617v1	Chungbuk National University	2017-01-05	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001936175.1/
486	500	GCA_001305595.1	SAMN03993951	Azospirillum thiophilum	528244	Azospirillum thiophilum	528244	ASM130559v1	New England Biolabs	2015-10-02	selector-v1-reference	OPS	1.0.0	1	b1b016891ae4e976d03606dfb2f35f74b03d21cf3ec82832f77f4d113bd622d5	005d1b674bb12719c003652c867486f83a5c860b4beb1016adf17f3c56c2d844	3ebce24ac4d1c620e9dde8c84f0c92fea9cc9e01	https://www.ncbi.nlm.nih.gov/assembly/GCA_001305595.1/
